track_name,artist,album,release_date,duration,popularity,explicit,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood,negative,neutral,positive,compound
jar of hearts,Christina Perri,lovestrong.,2011-05-10,246587,72,0,know take one step toward wait regret know ghost anymor lost love love learn live halfal want one time think runnin round leav scar collect jar heart tear love apart go catch cold ice insid soul come back think hear ask around anywher found grown strong ever fall back arm might also like learn live halfal want one time think runnin round leav scar collect jar heart tear love apart go catch cold ice insid soul come back think dear took long feel alright rememb put back light eye wish miss first time kiss broke promis back get get back think runnin round leavin scar collect jar heart tear love apart go catch cold ice insid soul come back come back think runnin round leav scar collect jar heart tear love apart go catch cold ice insid soul come back come back think think think areemb,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,4.0,0,0.06,0.63,0.31,0.9942
Let You Love Me,Rita Ora,Phoenix (Deluxe Edition),2018-11-23,191120,65,0,stay last night instead go find troubl troubl mmm think run away sometim whenev get vulner fault yeah see want stay whole night want lay til sun want let insid oh heaven know tri wish could let love wish could let love wish could let love wish could let love say matter matter matter oh wish could let love wish could let love oh wish oh wish oh wish oh wish oh wish oh wish oh wish oh wish see rita ora liveget ticket low might also like everi time get real everi time feel us sabotag start run yeah eh everi time push away realli want say sorri yeah say noth yeah see want stay whole night want lay til sun want let insid oh heaven know tri wish could let love wish could let love wish could let love wish could let love say matter matter matter oh wish could let love wish could let love oh wish oh wish oh wish oh wish oh wish oh wish oh wish oh wish want stay til morn want lay sunris want show want lay til sun want stay til morn want lay sunris sunris ohohohoh heaven know tri wish could let love wish could let love yeah wish could let love wish could let love say matter matter matter oh wish could let love wish could let love say matter matter matter oh wish could let love wish could let love oh wish oh wish oh wish oh wish oh wish oh wish oh wish oh wish iemb,0.475,0.846,10.0,-3.344,1.0,0.283,0.275,0.0,0.0824,0.451,96.036,4.0,0,0.011,0.378,0.61,0.9997
(What A) Wonderful World,Sam Cooke,The Man Who Invented Soul,2000-09-26,125440,66,0,would realli want know happen want mother earth mister dobalina left rape sore see grey thang want paint world green right prevent tokin coughin everytim see tree recogn noth beauti mani thing see blind technolog think pretti need chang prioriti think gather gratitud indo natur love tri make everybodi understand see wonder world could back intent mr sam cook forget mention know much histori though want rest learn tomorrow go write test interest subject past someth like presenc go last live reminisc els memori chang ya good way rather fool derang ya focu focu focu distract goal way better littl attract strong courag patient stay optimist gon see light distant talk cheap wish easi wonder world would beyou might also likeemb,0.691,0.507,11.0,-10.23,1.0,0.0343,0.627,0.0,0.457,0.885,128.518,4.0,1,0.111,0.659,0.23,0.9186
Kiwi,Harry Styles,Harry Styles,2017-05-12,176386,72,0,work way cheap pack cigarett hard liquor mix bit intellect boy say pretti face pretti neck drive crazi oh oh kind get crazi think lose hey think lose oh think said babi none busi babi none busi none none babi hey none busi oh babi hey hey none none ow new york babi alway jack hey holland tunnel nose alway back alon goe home cactu uh black dress actress might also like drive crazi ah ah kind get crazi think lose think lose oh think said babi hey none busi oh babi hey none busi hey hey none none babi hey none busi oh babi hey hey none none ow hey ow hey hey hey hey hey ah lalalalala sit besid like silhouett hard candi drippin till feet wet like paid chach like paid go pay oh none none babi hey none busi babi hey none busi none none babi hey none busi babi hey none busi none none oh hey,0.375,0.93,2.0,-2.631,1.0,0.0561,0.00064,0.0,0.318,0.491,147.124,4.0,0,0.083,0.809,0.109,0.7783
Changes,2Pac,Greatest Hits,1998-01-01,268826,74,1,ooh yeah ooh come come see chang wake morn ask life worth livin blast tire bein poor even wors black stomach hurt lookin purs snatch cop give damn negro pull trigger kill nigga hero give crack kid hell care one less hungri mouth welfar first ship dope let deal brother give gun step back watch kill time fight back huey said two shot dark huey dead got love brother never go nowher unless share got start makin chang learn see brother instead two distant stranger suppos devil take brother close uh would love go back play kid thing chang way might also like come come way chang thingsll never way way aww yeahyeah hear oh oh come come way way way thingsll never never yeah yeah yeah aww yeah way way aww yeah come come see chang see racist face misplac hate make disgrac race wonder take make one better place let us eras wast take evil peopl actin right black white smokin crack tonight time chill kill kill take skill real time heal although seem heavens readi see black presid uh ohooh secret conceal fact penitentiari pack fill black thing never chang never chang tri show anoth way stayin dope game ooh tell mother bein real appeal brother yeah got oper easi way made g today made sleazi way sellin crack kid ohoh got get paid oh well hey well way come come way chang thingsll never way way aww yeah hear oh oh come come way way way thingsll never never yeah yeah yeah aww yeah way way aww yeah aww yeah aww yeah got make chang time us peopl start makin chang let us chang way eat let us chang way live let us chang way treat see old way workin us got surviv still see chang brother get littl peac war street war middl east ooh yeah instead war poverti got war drug polic bother never crime back fact givin back ooh let jack back crack pimpsmack got learn hold get jealou see mobil phone tell cop touch trust tri rush bust sound tool say cool mama rais fool oh long stay black got stay strap never get lay back alway got worri bout payback buck rough way back comin back year ratatattattattat way uh way way yeah yeah yeah thingsll never yeah way way aww yeah thing never chang oh tryna make chang brother sister yeah way way way thingsll never brother sister way aww yeah thingsll never chang,0.865,0.665,7.0,-6.289,1.0,0.073,0.0453,0.0,0.224,0.331,111.113,4.0,0,0.162,0.673,0.165,-0.9323
Brazil,Declan McKenna,What Do You Think About the Car?,2017-07-21,252306,82,0,heard sold amazon show countri world want fine someth peopl need faithless though win everi time know bought sold peopl die get tv heard live river somewher six car grizzli bear got eye see well talk like angel look like oh lord becom face god father son think see know eat leather stop would lie would lie feel got mission mission real chanc yeah enough go burn hous spread peac love get oh lord get see declan mckenna liveget ticket low might also like heard live river somewher six car grizzli bear got eye see well talk like angel look like oh lord oh lord want play beauti game brazil everybodi play beauti game brazil ever want want still want play beauti game brazil want play beauti game brazil everybodi play beauti game brazil ever want want still want play beauti game brazil oh yeah heard live river somewher six car grizzli bear got eye see well talk like angel look like heard live river somewher six car grizzli bear got eye see well talk like angel look like tripl collater freeforallemb,0.687,0.617,4.0,-5.213,1.0,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4.0,1,0.045,0.627,0.329,0.9935
Clouded,Brent Faiyaz,Fuck The World,2020-02-07,110128,82,1,shit definit broken got get live everybodi talk bout rb shit talk shit know mean let hear gave fantasi anybodi gon rememb go tonight doubt worldll chang pray forget name game rule lose said done still cool spent like much ten thousand ten thousand twenti thousand twenti thousand thirti thousand thirti thousand forti thousand forti thousand much spend profilin come compliment closet fuck floor like give fuck bout judgement get cloud clout opposit wish would stop smilin famili wish would stop wildin still east side smokin og one realli know fuckin superstar nineteen mm shit believ turn lookin lone wonder quiet hous parti everybodi see see roll blunt hit need need nigga want yeah know fightin demon feel like dyin everi season swimmin deep end bitch know leavin point mm whether reason tri givin reason stopyou might also likeemb,0.583,0.344,2.0,-8.765,1.0,0.0559,0.774,0.0,0.143,0.581,65.203,3.0,1,0.231,0.635,0.133,-0.9628
Lonely Boy,The Black Keys,El Camino,2011-12-06,193653,79,0,well plain see came love anyway pull heart mind bleedin old time keep waitin waitin waitin oh oh oh oh got love keep wait oh oh oh got love keep wait lone boy lone boy oh oh oh oh got love keep wait well mama kept daddi left shoulda done came love born bleed old time keep waitin waitin waitin oh oh oh oh got love keep wait oh oh oh got love keep wait lone boy lone boy oh oh oh oh got love keep wait hey see black key liveget ticket low might also like oh oh oh oh got love keep wait oh oh oh got love keep wait lone boy lone boy oh oh oh oh got love keep waitingemb,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,4.0,1,0.085,0.587,0.329,0.9937
Alive,Pearl Jam,Ten,1991-08-27,340907,75,0,son said got littl stori thought daddi noth sittin home alon age thirteen real daddi dyin sorri see glad talk oh oh still aliv hey oh still aliv hey oh still aliv hey oh walk slowli across young man room said readi rememb anyth day cept look look oh know see stare still aliv hey oh still aliv hey oh still aliv hey oh still aliv yeah see pearl jam liveget ticket low might also like ooh yeah yeah yeah yeah oh ooh someth wrong said well cours still aliv said oh deserv question answer answer oh still aliv hey oh still aliv yeah oh still aliv yeah ooh still aliv yeah yeah yeah yeah yeah yeah yeah ooh yeah ooh ooh ooh yeah yeah yeah yeahemb,0.284,0.875,11.0,-6.069,0.0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4.0,1,0.033,0.665,0.302,0.9861
She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),2018-06-01,183160,79,0,seventeen think much life live like kerosen danc around fire jump right afraid fall give got best broke heart left beat guitar everi night differ town follow around get left yeah get left got best pick floor found someth new worth live old dusti handmedown sixstr coupl chord see luke comb liveget ticket low might also like get littl everi song sing along got best broke heart left beat guitar everi night differ town follow around get left yeah get left got best got best broke heart left beat guitar everi night differ town follow around get left yeah get left got best got best got best got best meemb,0.533,0.907,11.0,-3.793,1.0,0.0406,0.0292,0.0,0.386,0.7,150.99,4.0,1,0.079,0.531,0.39,0.9948
Rockstar - 2020 Remaster,Nickelback,All The Right Reasons (15th Anniversary Expanded Edition),2005-01-01,255493,71,0,stand line club never get like bottom ninth never go win life turn quit way want tell want want brand new hous episod crib bathroom play basebal king size tub big enough ten plu ah need need credit card got limit big black jet bedroom go join mile high club thirtyseven thousand feet done want new tour bu full old guitar star hollywood boulevard somewher cher jame dean fine go go trade life fortun fame would even cut hair chang name want big rockstar live hilltop hous drive fifteen car girl come easi drug come cheap stay skinni eat hang coolest bar vip movi star everi good gold digger go wind everi playboy bunni bleach blond hair hey hey want rockstar ooh hey hey want rockstar see nickelback liveget ticket low might also like want great like elvi without tassel hire eight bodyguard love beat asshol sign coupl autograph eat meal free quesadilla haha go dress ass latest fashion get front door key playboy mansion go date centerfold love blow money make look fat go go trade life fortun fame would even cut hair chang name want big rockstar live hilltop hous drive fifteen car girl come easi drug come cheap stay skinni eat hang coolest bar vip movi star everi good gold digger go wind everi playboy bunni bleach blond hair hide privat room latest dictionari today get anyth evil smile everybodi got drug dealer speed dial well hey hey want rockstar go sing song offend censor go pop pill pez dispens get washedup singer write song lip sync everi night get wrong well want big rockstar live hilltop hous drive fifteen car girl come easi drug come cheap stay skinni eat hang coolest bar vip movi star everi good gold digger go wind everi playboy bunni bleach blond hair hide privat room latest dictionari today get anyth evil smile everybodi got drug dealer speed dial well hey hey want rockstar ooh hey hey want rockstaremb,0.621,0.913,0.0,-3.352,1.0,0.0385,0.0477,0.0,0.314,0.679,144.073,4.0,1,0.089,0.696,0.215,0.989
Camelot,NLE Choppa,Top Shotta,2020-08-10,148759,75,1,yeah freshduzit yeah huh huh huh gon say much nigga speakin hot shit fuck polic bitch gon stop shit opposit mad play gettin pop quick flyest nigga game yeah cockpit post camelot hundr shotta swimmin shark lil nigga lobster bullet heat nigga like eatin pasta shout kingston keep rasta nigga trappin bando shout migo migo nigga knock wrong shoot peephol grrah trap alway open bitch never close movin pack movin kilo step one step two danc bitch got hundr drum like band bitch man keep bitchin naggin shit ho shut fuck gag dick side nigga love swallow nigga say someth hit hollow glizzi yeah knock meat taco taco flexin bitch call johnni bravo school hard knock let take class bitch real skinni got lot ass love count money get lot cash tri take toe gon tag yeah might also like gon say much nigga speakin hot shit fuck polic bitch gon stop shit opposit mad play gettin pop quick flyest nigga game yeah cockpit post camelot hundr shotta swimmin shark lil nigga lobster bullet heat nigga like eatin pasta shout kingston keep rasta parti know keep carbin carbin bring nigga chill like work baskinrobbin robbin love batman young nigga robbin firework show nigga get sparkin hothead crash second yeah speakin send bitch ass heaven heaven extend clip tote mac uhhuh nigga crippin screamin seven crip investig know thing alway keep solid never sing know shotta fam alway got rep gang shotta kept dissin nigga snatch brain huh gang gang snatch brain huh snatch nigga brain snatch brain yeah snatch nigga brain make rain make motherfuck rain r kelli let fuckin chopper sing yeah make singemb,0.787,0.713,7.0,-5.252,1.0,0.401,0.0849,0.0,0.717,0.761,175.046,4.0,1,0.25,0.591,0.159,-0.9909
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',2003-02-06,256226,71,1,damn got go get someth eat man hungrier motherfuck man ayo man damn takin homi long son calm man come ah oh fuck ah son pull pull mani men wish death upon blood eye dawg see tryin destin nigga tryin take life away cmon put hole nigga fuckin back wall gon see better watch talk talk come take life away mani men mani mani mani mani men wish death pon lord cri look sky merci see cent liveget ticket low might also like man pussi nigga puttin money head go get refund motherfuck dead diamond dirt found underground king crown rhyme someth special happen everi time greatest someth like ali prime walk block bundl knock humbl swing ox rumbl show ass gun got temper nigga go head lose head turn back get clap lose leg walk around gun waist chip shoulder til bust clip face pussi beef mani men mani mani mani mani men wish death pon lord cri look sky merci merci soul somewher heart turn cold merci mani men mani mani mani mani men wish death pon sunni day would special rain joy would feel good pain death got easi life hard leav physic mental emot scar nigga block twistin tree cigar nigga lock life behind bar say god judg see thing clear crookedass cracker give blackass hundr year like pauli goodfella call like malcolm mean gun palm slim switch side let nigga ride thought cool want die homi homi mani men mani mani mani mani men wish death pon lord cri look sky merci merci soul somewher heart turn cold merci mani men mani mani mani mani men wish death pon everi night talk god say noth back know protectin still stay gat nightmar nigga keep pullin tec psychic say bitch done put hex fed know much pac got shot got kite pen told tut got knock gon spell motherfuck time illiter nigga read line bibl say goe around come around hommo shot three week later got shot clear real reason got hit like got hit fuckin breathin mani men mani mani mani mani men wish death pon lord cri look sky merci merci soul somewher heart turn cold merci mani men mani mani mani mani men wish death pon,0.653,0.826,6.0,-2.93,0.0,0.354,0.0153,0.00146,0.131,0.416,108.52,5.0,0,0.184,0.645,0.171,-0.9062
Let It Happen,Tame Impala,Currents,2015-07-17,467586,80,0,alway around nois nearli loud voic say let happen let happen go feel good let happen let happen run around tri cover shadow notion grow insid other seem shallow run around bear shoulder hear alarm must morn heard whirlwind come round go carri bound happen happen hold let happen let happen run around fight much longer someth tri get never closer takeoff fail make stori never come back tell mother sorri might also like cuhnuh duhwuh wuhnuh scriwih tryguhduh dowe tri punstoowe wuhnuh thinkin wuhluh dowe love someon wuhnuh stuhwe take next ticket take next train would dowe eh wuh tuntun na cuhnuh duhwuh wuhnuh scriwih tryguhduh dowe tri punstoowe wuhnuh thinkin wuhluh dowe love someon wuhnuh stuhwe take next ticket take next train would dowe eh wuh tuntun cuhnuh duhwuh wuhnuh scriwih tryguhduh dowe tri punstoowe wuhnuh thinkin wuhnuh dowe love someon wuhluh stuhwe take next ticket take next train would dowe eh wuh tuntun na babi readi move oh mayb readi along oh readi moment sound oh mayb readi along oh babi readi move oh mayb readi along oh readi moment sound oh mayb readi along oh babi,0.602,0.881,1.0,-5.875,0.0,0.0443,0.00462,0.0266,0.111,0.577,125.012,4.0,1,0.024,0.876,0.1,0.9505
The Weekend,SZA,Ctrl,2017-06-09,272186,78,1,mood right mood say got girl yeah want want got girl feelin reckless knowin selfish knowin desper gettin love fallin love like til hurt less hangin back lap like comin home care long later drop drawer give want man man man heard man man man man heard man tuesday wednesday thursday friday keep satisfi weekend like nine five weekend oh make lose mind everi weekend take wednesday thursday send way think got cover weekend see sza liveget ticket low might also like got say mood littl bit mean sayin kind teas two day need least bout four us tell want yeah monday door readi take place readi give missin weekday waitin later drop drawer know want man man man heard man man man man heard man tuesday wednesday thursday friday keep satisfi weekend like nine five weekend oh make lose mind everi weekend take wednesday thursday worri bout none send way worri bout none think got cover weekend ayi bright idea got bright idea ayi ooh bright idea got bright idea ayi ooh bright idea got bright idea,0.4,0.366,8.0,-9.405,0.0,0.0597,0.242,0.0,0.126,0.161,73.313,3.0,0,0.093,0.653,0.254,0.9837
"Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",1962-01-01,178933,77,0,pretti woman walk street pretti woman kind would like meet pretti woman believ truth one could look good merci pretti woman pardon pretti woman could help see pretti woman look love lone like rwarrrrrrrrrr pretti woman stop pretti woman talk pretti woman give smile pretti woman yeah yeah yeah pretti woman look way pretti woman say stay need treat right come babi mine tonight might also like pretti woman walk pretti woman make cri pretti woman walk away hey okay way must okay guess go home late tomorrow night wait see walk back yeah walk back oh oh pretti womanemb,0.619,0.603,9.0,-9.481,1.0,0.0342,0.712,0.0,0.0721,0.958,127.433,4.0,1,0.033,0.631,0.336,0.987
Driving Home for Christmas,Chris Rea,The Works,2007-11-10,240213,52,0,drive home christma oh wait see face drive home christma yeah well move line long sing song pass time away drive car drive home christma go take time get top toe tailback oh got red light around soon freeway yeah get feet holi ground sing though hear get feel near drive car might also like drive home christma drive home christma thousand memori take look driver next top toe tailback oh got red light around drive home christma yeah get feet holi ground sing though hear get oh feel near drive car drive home christma drive home christma thousand memori take look driver next drive home drive home drive home christma drive home christmasemb,0.497,0.661,9.0,-9.047,1.0,0.0361,0.328,0.000317,0.211,0.894,180.225,4.0,1,0.0,0.869,0.131,0.9001
Boyfriend,Justin Bieber,Believe,2012-01-01,171333,76,0,boyfriend would never let go could take place never babi take chanc never ever know got money hand would realli like blow swag swag swag chillin fire eat fondu know know say hello falsetto three two swag would like everyth want hey girl let talk boyfriend would never let go keep arm girl would never alon gentleman anyth want boyfriend would never let go would never let go tell like yeah tell could buzz lightyear fli across globe never want fight yeah alreadi know make shine bright like lay snow burr girlfriend girlfriend could girlfriend could girlfriend thetheth world end make danc spin twirl voic go crazi hook like whirl wind swaggi might also like would like everyth want hey girl let talk boyfriend would never let go keep arm girl would never alon gentleman anyth want boyfriend would never let go would never let go give chanc need girl spend week boy call girlfriend man man would never leav girl want love treat right boyfriend would never let go oh yeah keep arm girl would never alon never alon could gentleman gentleman ooh anyth want boyfriend boyfriend would never let go would never let go boyfriend uh nanana yeah nanana uh nanana yeah girl uh nanana yeah nanana yeah boyfriend uh nanana yeah nanana uh nanana hey uh nanana yeah nanana hey boyfriendemb,0.717,0.55,10.0,-6.019,0.0,0.0521,0.0358,0.00196,0.126,0.332,96.976,4.0,0,0.026,0.754,0.22,0.9912
Stone Cold,Demi Lovato,Confident,2015-01-01,191307,65,0,stone cold stone cold see stand die floor stone cold stone cold mayb cri feel anymor stone cold babi god know tri feel happi know even understand take pain give truth heart make happi happi hmm stone cold stone cold danc stare phone stone cold stone cold amber shade gold might also like stone cold babi god know tri feel happi know even understand take pain give truth heart make happi happi want stone cold stone wish could mean goodby oh happi know even understand happi happi happi youemb,0.419,0.453,8.0,-7.685,1.0,0.0437,0.539,0.0,0.0971,0.356,140.327,3.0,0,0.094,0.692,0.213,0.8807
Homicide (feat. Eminem),Logic,Confessions of a Dangerous Mind,2019-05-10,245386,71,1,son know greatest aliv dad came ball nigga hahahahahaha roof fuck rap bustin like addict semiautomat done readi anybodi buck back hold catch vibe way hell leavin nobodi aliv leav suicid note fuck bobbi feelin villain killin comin man ladi even babi feelin like chikachikachika slim shadi rabi foamin mouth nobodi takin everi singl rapper industri yeah know dare test singl one motherfuck impress mayb littl bit exagger full innov tire high school cool rap shit singl one motherfuck even rap shit diss game ga flame nowaday everybodi sound shit lame like moth flame reel kill know feelin lyric spillin feelin yeah yeah bobbi boy feelin mass murder like good health rap like sound like shit well realli matter killin shit yeah killin shit oh yeah oh yeah killin shit bobbi mani time killin shit find anoth rhyme goddamn nigga shit might also like fuck rap bustin like addict semiautomat done readi anybodi buck back hold catch vibe way hell leavin nobodi aliv leav suicid note fuck bobbi feelin villain killin comin man ladi even babi feelin like chikachikachikachika chikachikachikachikachika slim shadi nowher hide call shit genocid hit dododo die gon leav crucifi call shit genocid got bitch got hoe got rare design cloth fuckin yeah time place comin illest rap callin greatest aliv deserv oh pleas gon get smack gon make bobbi attack gon make bobbi boy snap gon make bobbi boy snap bobbi boy fuck rap bustin like addict semiautomat done readi anybodi buck back hold catch vibe way hell leavin nobodi aliv leav suicid note fuck bobbi feelin villain killin comin man ladi even babi feelin like chikachikachikachika chikachikachikachikachika slim shadi jiggajiggajiggajiggajigga like jayz jig fucker write anyth get wash ligaligaliga like bath young hova know hitter like yanke gun toter pull trigger like crazi unloadin leav shot rover bodi goe limp slump like arod month lull homer hol said rover rover red like red rover know meant roll oppon instead makin dog sound got keep breakin bar go slow sped go roof like dobermann said still think roof would go head haha beast mode motherfuck bout get hit mani foul line think free throw figur time peopl eat crow get outrhym could dethron stay toe like repo behemoth sheep cloth east coast west etho goat best got say fuckin thing though mc know want hear spit fact shit ass like tailbon trap cell phone chicken scratch selfloath want fuckin listen spit rap someon els wrote use get beat big kid use let big kid steal big wheel would shit sit still money big deal rich wipe ass six mill big bill like platypu caterpillar comin get cannabi lookin smoke motherfuck scatterin batterin everyth inadequ man see dick standin stiff mannequin bringin bandana back fuckin headband handkerchief thinkin bringin fuckin fingerless glove back give singular fuck like fuck rap sound like fuckin millionair derring hair trigger bout bear hug fuckin terrier ric flair dripper could hold candl prayer vigil vent compar fuckin air duct bout bareknuckl nah fuck go go upsid head nantucket abracafuckindabra track blood attract attackin dracula fuck shit back thud man stop look plannin plannin plannin ya panickin lookin starin mannequin go fanagan tri get plan blanakazanakafambambannigan banakazanika hanna cabana cab cabana janet cabana chantin standup banter got stamina lackin stamina lackin stamina divorcin harrison ford porsch floorboard world tourin usin way mani napkin papkin lapkin chapki use chapstick napkin bapkin flappin around like bapkin flamminababbitapannitajampkin dammit pada,0.694,0.759,10.0,-5.667,0.0,0.398,0.137,0.0,0.167,0.77,140.055,4.0,1,0.214,0.624,0.162,-0.9957
Mirror,Lil Wayne,Tha Carter IV (Complete Edition),2011-08-29,228093,75,1,uh everyth happen today know whether come go think ya way life line mirror blow woah look talk look look see blood eye see love disguis see pain hidden pride see satisfi see nobodi els see look mirror wall woah yeah rise fall uh friend yeah told understand man talk see lil wayn liveget ticket low might also like uh see truth lie see nobodi side alon correct look wrong see guilt beneath shame see soul window pane see scar remain see wayn lookin mirror wall yeah rise fall uhhuh friend friend told understand man understand misunderstood talk woah look see past damn look like fuck dad light smoke mirror even look good broken mirror see mama smile bless see chang see messag messag could clearer start man mirror wall mj taught rise fall uh friend take mar man told understand man talk uh mirror wall woah yeah rise fall friend question told come understand man alway answer talk mirror wall hey bp look like take mar time talk,0.328,0.622,5.0,-7.291,0.0,0.0866,0.858,0.0,0.104,0.401,74.267,4.0,0,0.117,0.655,0.228,0.9682
Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,2012-01-01,216160,73,0,day like want drive away pack bag watch shadow fade chew spit like poison mouth took light drain look part never go ever take away part never go ever take away throw stick stone throw bomb blow go break soul part never go ever take away want throw phone away find realli might also like rip love cheap alway tear seam fell deep let look part never go ever take away part never go ever take away throw stick stone throw bomb blow go break soul part never go ever take away look sparkl firework danc flame ever put glow oh whoa keep diamond ring mean noth anyway fact keep everyth yeah yeah except part never go ever take away part never go ever take away away throw stick stone throw bomb blow go break soul soul part never go ever take away part away part throw stick stone throw bomb blow go break soul part never go ever take away noemb,0.667,0.922,5.0,-4.645,1.0,0.0353,0.000354,0.0,0.0867,0.761,130.01,4.0,1,0.088,0.798,0.114,0.2023
Beer Never Broke My Heart,Luke Combs,What You See Is What You Get,2019-11-08,186733,79,0,largemouth bass bust line coupl beauti girl tell goodby truck break dog run politician lie fire boss take one hand count thing count much man never let longneck icecold beer never broke heart like diamond ring footbal team torn boy apart like neon dream dawn bar guitar longneck icecold beer never broke heart carolina blue jean babi fire eye drove crazi red taillight left town know sure know longneck icecold beer never broke heart like diamond ring footbal team torn boy apart like neon dream dawn bar guitar longneck icecold beer never broke heart yeah see luke comb liveget ticket low might also like well take one hand count thing count got one hand grippin cold one longneck icecold beer never broke heart like diamond ring footbal team torn boy apart like neon dream dawn bar guitar longneck icecold beer never broke heart never broke heartemb,0.538,0.863,1.0,-4.483,1.0,0.0481,0.0139,0.0,0.0874,0.637,77.001,4.0,1,0.204,0.532,0.264,0.848
IDK You Yet,Alexander 23,IDK You Yet (Live on Piano),2020-06-23,184638,74,0,miss someon never met need know yet find soon head yeah need know yet late hard sell part want modern art got half heart give miss someon never seen oh tell eye brown blue green like sugar cream take straight oh like yeah late hard sell part want modern art got half heart give see alexand liveget ticket low might also like hope enough ooh oohooh oohooh ooh ooh oohooh oohooh ooh ooh oohooh oohooh ooh ooh oohooh oohooh ooh miss someon never met need know yet find soon head yeah need know yet need know yet need know yet need know yet need know yetemb,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,1.0,0,0.076,0.69,0.234,0.9648
Smoke on the Water,Deep Purple,Machine Head,1972-03-25,342173,64,0,came montreux lake geneva shorelin make record mobil much time frank zappa mother best place around stupid flare gun burn place ground smoke water fire sky smoke water burn gambl hous die aw sound funki claud run pull kid ground find anoth place swiss time run seem would lose race see deep purpl liveget ticket low might also like smoke water fire sky smoke water end grand hotel empti cold bare rollingtruckstonesth outsid make music red light old bed made place sweat matter get know know never forget smoke water fire sky smoke water emb,0.632,0.586,0.0,-11.333,1.0,0.0284,0.0983,0.581,0.0535,0.89,114.243,4.0,1,0.187,0.706,0.107,-0.8494
Vienna,Billy Joel,The Stranger (Legacy Edition),1977-01-01,214240,83,0,slow crazi child ambiti juvenil smart tell still afraid mm fire hurri would better cool burn got much mani hour day hey know truth told get want get old go kick even get halfway ooh realiz vienna wait slow fine everyth want time although romant borderlin tonight tonight bad life lead ahead forgot need though see wrong know alway see right right see billi joel liveget ticket low might also like got passion got pride know fool satisfi dream imagin come true ooh realiz vienna wait slow crazi child take phone hook disappear right afford lose day two ooh realiz vienna wait know truth told get want could get old go kick even get halfway ooh realiz vienna wait realiz vienna wait youemb,0.532,0.495,10.0,-6.662,1.0,0.0343,0.659,0.0,0.0754,0.308,124.936,4.0,0,0.123,0.673,0.204,0.8074
Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,1973-11-01,205933,78,0,david ruffin everyth come love ray charl got woman billi stewart love jerri butler strong surviv singl version barrett strong money want al green let us stay togeth stevi wonder superstit chuck berri johnni b good bobbi hebb sunni sam cook chang go come oti red sittin dock bay jimmi ruffin becom brokenheart singl version wilson pickett hey jude arthur conley sweet soul music perci sledg man love woman marvin gay heard grapevin singl version mono aaron nevil tell like johnni taylor make love ben e king stand singlelp version stevi wonder cheri amour jacki wilson love keep lift higher higher chuck berri big boy edwin starr war singl version isaac hay theme shaft album remast wilson pickett land danc marvin gay merci merci ecolog curti mayfield freddi dead theme superfli singl mix version stevi wonder sir duke barri white first last everyth smokey robinson cruisin billi paul mr jone jame brown get offa thing lou rawl never find anoth love like mine bill wither sunshin bobbi womack across th street donni hathaway song teddi pendergrass love tko lionel richi night long night singl version luther vandross never much maxwel ascens ever wonder dangelo brown sugar case happili ever donel jone want carl thoma wish musiq soulchild friend sunni bilal soul sista jaheim put woman first kem stop love raheem devaughn guess love john legend ordinari peopl robin thick lost without dangelo cruisin fool mix frank ocean thinkin bout sam smith stay goldlink late night feat masego alo blacc man michael kiwanuka love hate taj mahal leav feat keb mo gregori porter hold bobbi rush funk de funk smle remix bj chicago kid turnin nxworri sued feat anderson paak knxwledg mr juke angel love feat bj chicago kid chicano batman friendship small boat storm earl st clair man fire michael kiwanuka cold littl heart radio edit kevin ross long song away peabo bryson stand love childish gambino redbon mile davi ghetto walkin feat robert glasper bilaly might also likeemb,0.731,0.804,11.0,-7.621,0.0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4.0,1,0.06,0.737,0.203,0.9956
Karma Police,Radiohead,OK Computer,1997-05-28,264066,78,0,karma polic arrest man talk math buzz like fridg like detun radio karma polic arrest girl hitler hairdo make feel ill crash parti get get get mess us karma polic given enough given still payrol get get get mess us minut lost lost phew minut lost lost minut lost lost phew minut lost lost myselfy might also like,0.36,0.501,7.0,-9.129,1.0,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4.0,0,0.41,0.499,0.091,-0.969
